"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturk_charge","drug_type","aggregated","weapon","drug_interaction"
1890,2,0,34,0,0,2,45,0,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
1893,1,0,24,0,0,4,45,0,8,0,1,0,"Battery",NA,"Battery",FALSE,NA
1894,2,0,27,0,0,0,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
1895,2,0,29,1,1,4,68,1,10,1,1,1,"Burglary",NA,"Burglary",NA,NA
1897,1,0,21,1,0,1,110,1,7,1,1,1,"Dealing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Dealing"
1899,3,0,32,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
1900,1,0,30,0,0,10,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
1901,1,1,42,0,0,0,306,1,1,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
1904,2,0,32,0,0,1,172,1,4,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
1905,6,0,27,0,0,0,343,1,1,0,0,1,"Robbery with a Weapon",NA,"Robbery/Theft",TRUE,NA
1906,1,0,30,0,0,3,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
1907,2,0,22,0,0,1,28,1,3,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
1908,1,0,20,0,0,0,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
1909,1,0,57,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
1910,1,0,51,0,0,3,169,1,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
1913,2,0,21,0,0,0,190,1,4,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
1914,2,0,22,0,0,0,186,1,5,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
1915,2,0,35,0,0,4,379,1,8,1,1,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
1916,1,1,54,0,0,1,46,1,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
1917,1,0,58,0,0,2,49,1,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
1919,1,1,32,0,0,0,74,1,1,1,0,0,"Child Abuse",NA,"Abuse",NA,NA
1921,2,1,39,0,0,22,306,1,6,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
1923,1,0,30,0,0,9,242,0,6,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
1924,2,0,20,0,0,0,65,1,10,1,1,1,"Burglary",NA,"Burglary",NA,NA
1925,6,0,40,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
1926,1,1,45,0,0,5,130,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
1927,2,0,31,0,0,4,28,1,3,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
1928,3,0,23,0,0,4,297,1,9,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
1929,3,0,26,0,0,0,242,0,5,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
1930,1,1,53,0,0,1,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
1931,1,0,44,0,0,0,303,0,1,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
1938,1,1,44,0,0,1,128,0,5,0,1,0,"Driving Under the Influence",NA,"DUI",NA,NA
1939,1,0,21,0,0,0,231,1,2,1,0,0,"Obstruction of Fire Equipment",NA,"Other",NA,NA
1941,2,0,28,0,0,0,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
1942,1,0,28,0,0,2,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
1943,2,0,24,0,0,0,292,1,3,1,0,0,"Burglary",NA,"Burglary",NA,NA
1945,2,0,28,0,0,0,280,1,2,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
1948,1,0,53,0,0,4,306,1,1,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
1949,3,0,47,0,0,1,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
1951,2,0,20,0,0,1,280,1,3,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
1952,2,0,21,0,0,0,98,0,6,0,1,0,"Child Abuse",NA,"Abuse",NA,NA
1953,6,0,30,0,0,1,15,1,2,1,0,0,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
1954,1,0,37,0,0,1,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
1955,3,0,60,0,0,1,15,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
1956,3,0,26,0,0,1,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
1957,1,0,30,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
1961,1,0,26,0,0,2,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
1965,2,1,26,0,0,5,268,1,9,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
1966,3,0,21,0,0,0,306,1,5,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
1967,2,1,39,0,0,1,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
1968,6,0,30,0,0,0,169,1,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
1971,2,0,44,0,0,2,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
1972,1,0,45,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
1974,2,0,30,0,0,1,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
1975,4,0,38,0,0,2,15,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
1976,1,0,23,0,0,6,110,1,5,1,1,1,"Dealing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Dealing"
1980,2,0,37,0,0,1,303,1,4,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
1982,4,0,46,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
1983,2,0,42,0,0,0,172,1,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
1984,2,1,20,0,0,0,418,1,8,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
1985,1,0,65,0,0,2,337,0,1,0,0,1,"Resisting an Officer",NA,"Resisting",NA,NA
1987,1,0,54,0,0,4,94,0,2,0,0,1,"Criminal Damage of less than $1000",NA,"Criminal Damage",NA,NA
1990,2,0,47,0,0,7,172,1,1,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
1991,2,0,39,0,0,5,170,1,9,1,1,1,"Battery",NA,"Battery",FALSE,NA
1993,1,0,26,0,0,0,119,1,7,1,1,1,"Dealing Heroin","Heroin","Drug-Related",NA,"Dealing"
1994,1,0,29,0,0,7,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
1995,1,0,51,0,0,7,58,1,1,1,0,0,"Burglary",NA,"Burglary",NA,NA
1999,2,0,44,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2002,1,0,49,0,0,12,283,0,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2006,2,0,22,0,0,0,252,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2009,2,0,32,0,0,4,374,0,4,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2010,2,0,27,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
2014,1,0,30,0,0,0,131,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
2018,2,0,22,0,3,6,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2019,2,0,20,2,0,2,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2020,3,0,28,0,0,11,45,0,7,0,1,0,"Battery",NA,"Battery",FALSE,NA
2021,6,0,45,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2024,1,1,51,0,0,5,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2026,2,0,27,0,0,4,190,1,2,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2027,2,0,32,0,0,0,379,1,7,1,1,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
2029,2,0,43,0,0,2,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2033,2,1,63,0,0,1,143,1,4,0,0,1,"Exploitation of an Elderly Person of $20,000-$100,000",NA,"Other",NA,NA
2034,1,0,37,0,0,2,209,1,2,0,0,1,"Fleeing the Scene of an Accident",NA,"Fleeing and Aiding Escape",NA,NA
2035,2,0,26,0,0,0,58,1,4,1,0,0,"Burglary",NA,"Burglary",NA,NA
2036,2,0,32,1,2,17,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2037,2,0,26,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2038,6,0,32,0,0,4,319,1,3,0,0,1,"Possession of Oxycodone","Oxycodone","Drug-Related",NA,"Possession"
2040,3,0,39,0,0,3,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2042,2,1,58,0,0,4,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2044,6,0,33,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2045,1,1,22,0,0,1,128,0,3,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
2047,2,0,26,0,0,6,128,0,5,1,1,1,"Driving Under the Influence",NA,"DUI",NA,NA
2048,2,0,21,2,0,2,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2049,2,1,29,0,0,1,336,1,4,1,0,0,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
2051,1,0,31,0,0,0,186,1,7,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2052,1,0,43,0,0,2,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2053,2,0,23,0,0,0,45,0,7,0,1,0,"Battery",NA,"Battery",FALSE,NA
2054,1,0,25,0,0,0,190,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2055,2,0,22,0,0,6,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2056,2,0,30,0,0,6,263,1,4,0,0,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2057,2,0,25,0,3,15,280,1,9,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
2058,2,0,20,0,0,0,246,1,7,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2059,3,0,39,0,0,0,280,1,1,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
2060,2,0,31,0,0,3,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2061,2,0,33,0,0,1,85,1,2,1,0,0,"Threatening a Public Servant",NA,"Threatening a Public Servant",NA,NA
2062,2,0,59,0,0,1,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2063,3,0,21,0,0,1,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2064,2,0,53,0,0,8,306,1,6,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2065,1,0,34,0,0,2,28,0,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2066,1,0,36,0,0,6,301,1,4,0,0,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2069,2,0,23,0,0,0,292,1,3,0,0,1,"Burglary",NA,"Burglary",NA,NA
2070,2,0,32,0,0,2,28,0,8,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2071,2,0,32,0,0,11,28,0,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2072,1,1,66,0,0,1,402,0,1,0,0,1,"Trespassing",NA,"Trespassing",NA,NA
2074,6,0,66,0,0,0,179,0,1,0,0,1,"Fleeing a Law Enforcement Officer",NA,"Fleeing and Aiding Escape",NA,NA
2075,1,1,24,0,0,0,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
2076,2,0,30,0,0,7,246,1,10,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2077,2,0,28,0,0,1,45,0,7,0,1,0,"Battery",NA,"Battery",FALSE,NA
2078,1,0,43,0,0,4,61,1,5,1,1,1,"Burglary",NA,"Burglary",NA,NA
2079,2,0,35,0,0,3,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2083,2,0,19,3,0,2,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2085,1,0,33,0,0,0,249,1,2,1,0,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2087,2,0,22,0,0,1,45,0,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
2089,2,0,29,0,0,0,379,1,1,0,0,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
2090,2,1,23,0,0,0,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
2091,2,0,62,0,0,15,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2093,1,1,33,0,0,0,234,0,2,0,0,1,"Prostitution",NA,"Prostitution",NA,NA
2094,2,0,35,0,0,1,327,0,4,0,0,1,"Prostitution",NA,"Prostitution",NA,NA
2095,1,0,53,0,0,0,297,1,1,0,0,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2096,1,0,59,0,0,17,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2098,1,1,48,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2099,2,1,33,0,0,1,228,1,2,0,0,1,"Child Neglect",NA,"Neglect",NA,NA
2100,1,0,44,0,0,0,374,0,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2101,1,0,31,0,0,10,129,1,2,1,0,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
2103,2,0,28,0,0,2,36,1,4,1,0,0,"Tampering with Physical Evidence",NA,"Obstruction of Justice",NA,NA
2104,6,0,56,0,0,9,398,1,1,0,0,1,"Trespassing",NA,"Trespassing",NA,NA
2105,3,0,51,0,0,1,292,1,1,0,0,1,"Burglary",NA,"Burglary",NA,NA
2107,2,0,23,0,0,0,64,1,7,1,1,1,"Burglary",NA,"Burglary",NA,NA
2108,3,0,21,0,0,0,108,1,7,0,1,0,"Dealing Controlled Substances","Controlled Substance","Drug-Related",NA,"Dealing"
2109,1,0,26,0,0,0,253,1,5,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2110,2,0,22,0,3,3,300,1,9,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2111,2,0,29,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2113,2,0,20,0,1,2,65,1,9,1,1,1,"Burglary",NA,"Burglary",NA,NA
2115,1,0,44,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2116,2,0,41,0,0,2,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2121,2,1,28,0,0,4,280,1,4,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
2123,1,0,27,0,0,1,374,0,6,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2125,1,0,31,0,0,7,144,0,3,0,0,1,"Child Abuse",NA,"Abuse",NA,NA
2126,1,0,23,0,0,5,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2127,2,0,33,0,0,16,28,0,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2128,2,0,26,0,0,3,90,1,3,1,0,0,"Criminal Damage of more than $1000",NA,"Criminal Damage",NA,NA
2129,2,0,20,0,0,0,379,1,4,0,0,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
2130,1,0,55,0,0,2,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
2131,2,0,36,0,0,0,129,1,8,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
2132,6,0,48,0,0,4,186,1,1,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2133,6,0,22,0,0,5,28,1,4,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
2134,2,0,23,1,0,1,45,0,9,0,1,0,"Battery",NA,"Battery",FALSE,NA
2138,2,0,34,0,2,19,163,1,10,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
2140,1,1,59,0,0,1,189,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2141,1,0,37,0,0,0,97,1,2,1,0,0,"Child Abuse",NA,"Abuse",NA,NA
2143,1,1,28,0,0,0,306,1,4,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2146,2,0,20,1,0,1,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2147,2,0,31,0,0,0,186,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2148,2,1,38,0,0,14,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
2149,2,0,33,0,0,0,303,1,1,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2150,2,0,27,0,0,3,190,1,8,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2151,1,0,25,0,0,2,337,0,4,1,0,0,"Resisting an Officer",NA,"Resisting",NA,NA
2152,2,1,42,0,0,2,66,1,2,0,0,1,"Burglary",NA,"Burglary",NA,NA
2153,2,0,22,0,0,3,418,1,8,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
2154,6,0,21,0,0,0,35,1,6,0,1,0,"Burglary",NA,"Burglary",NA,NA
2155,1,0,57,0,0,15,28,1,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2156,1,0,45,0,0,1,342,1,5,1,1,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
2157,2,1,21,0,0,1,397,0,3,1,0,0,"Trespassing",NA,"Trespassing",NA,NA
2159,1,0,52,0,0,2,402,0,1,0,0,1,"Trespassing",NA,"Trespassing",NA,NA
2161,1,0,29,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
2162,2,1,37,0,0,0,326,0,4,0,0,1,"Prostitution",NA,"Prostitution",NA,NA
2163,1,0,34,0,0,0,16,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
2165,2,0,53,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
2166,2,1,30,0,0,8,342,1,8,1,1,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
2168,3,0,35,0,0,0,333,0,3,0,0,1,"Reckless Driving",NA,"Reckless Driving",NA,NA
2169,1,0,28,0,0,1,15,1,4,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
2170,2,0,21,0,0,1,187,1,8,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2171,2,0,22,0,0,1,303,1,7,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2176,1,0,42,0,0,1,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
2178,2,0,26,0,0,3,303,1,4,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2179,2,0,54,0,0,9,28,0,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2180,6,0,39,0,0,1,280,1,2,1,0,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
2181,2,0,30,2,0,20,170,1,9,1,1,1,"Battery",NA,"Battery",FALSE,NA
2182,2,1,26,0,0,1,190,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2183,2,0,41,0,0,0,31,0,1,0,0,1,"Assault",NA,"Assault",FALSE,NA
2184,1,0,23,1,0,5,423,0,5,1,1,1,"Domestic Violence",NA,"Abuse",NA,NA
2186,1,0,43,0,0,1,169,1,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
2188,2,0,22,0,0,0,374,0,3,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2190,3,0,42,0,0,3,127,0,5,0,1,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2193,1,1,27,0,0,6,190,1,3,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2194,2,1,42,0,0,2,28,0,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2195,2,0,25,0,0,8,190,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2196,2,0,49,0,0,4,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2197,2,0,26,1,0,7,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2198,1,0,52,0,0,1,172,1,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2201,1,1,60,0,0,2,10,1,1,0,0,1,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
2205,2,1,23,0,0,0,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
2206,2,0,30,0,0,2,127,0,7,0,1,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2207,2,0,48,0,0,9,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2208,2,0,32,0,0,2,129,1,7,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
2209,3,0,28,0,0,3,169,1,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
2211,2,0,24,0,0,5,172,1,7,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2212,2,1,26,0,0,3,229,1,5,1,1,1,"Child Neglect",NA,"Neglect",NA,NA
2215,2,0,22,0,0,3,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2216,2,0,44,0,0,2,172,1,2,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
2217,1,0,32,0,0,3,170,1,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
2218,2,1,27,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
2220,2,0,52,0,0,15,128,0,4,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
2221,1,0,61,0,0,3,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
2222,2,0,69,0,0,3,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2223,6,0,51,0,0,2,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2224,1,1,21,0,0,1,190,1,6,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2226,1,0,31,1,0,2,283,0,6,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
2228,2,0,19,0,2,3,190,1,4,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2231,2,0,24,0,5,12,28,0,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2233,1,0,24,0,0,3,190,1,8,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2234,3,0,57,0,0,3,129,1,1,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
2235,1,0,30,0,0,6,28,1,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2236,2,0,43,0,0,4,369,1,1,1,0,0,"Sound Articles Over 100",NA,"Other",NA,NA
2237,2,0,24,0,0,4,190,1,7,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2239,1,1,30,0,0,7,28,0,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2240,2,0,25,0,0,5,218,1,9,1,1,1,"Prostitution",NA,"Prostitution",NA,NA
2243,1,0,57,0,0,0,28,0,2,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
2245,1,1,56,0,0,1,174,1,8,0,1,0,"Driving Under the Influence",NA,"DUI",NA,NA
2246,2,0,21,0,0,1,28,1,8,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2247,2,0,31,3,0,6,336,1,10,1,1,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
2248,2,1,23,0,0,1,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2250,2,0,30,1,0,15,65,1,10,1,1,1,"Burglary",NA,"Burglary",NA,NA
2252,6,0,42,0,0,1,133,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
2256,1,0,64,0,0,0,357,1,3,0,0,1,"Sex Offender Failing to Comply with Law",NA,"Sex Crimes",NA,NA
2258,1,1,21,0,0,0,190,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
2259,2,0,36,0,0,5,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2261,2,1,50,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2262,2,0,23,0,0,0,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
2263,5,0,28,0,0,2,280,1,3,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
2268,1,1,25,0,0,5,297,1,7,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
2269,2,1,47,0,0,1,15,1,6,0,1,0,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
2271,2,0,28,0,0,7,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2272,3,0,53,0,0,4,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
2274,1,0,54,0,0,14,45,0,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
2276,6,0,37,0,0,6,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2277,1,0,25,0,0,5,28,0,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
2278,1,0,63,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
2279,2,0,35,0,0,2,31,0,7,0,1,0,"Assault",NA,"Assault",FALSE,NA
2280,2,0,20,9,0,9,28,1,4,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
2281,3,0,26,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
2282,2,0,32,0,0,2,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2283,2,0,25,0,0,8,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
2284,1,0,33,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
2285,2,0,29,0,0,7,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
2286,3,0,27,0,0,2,283,0,4,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
